date,portfolio_value,benchmark_value,portfolio_return,benchmark_return
2024-07-01,1740691.3091475083,1385054.121529546,0.003651323090746672,0.005936247238300885
2024-07-02,1734273.3203066238,1383094.0334691461,-0.0036870344599052585,-0.001415170735881044
2024-07-03,1751240.5417103437,1393379.1457900314,0.009783475998304647,0.007436307345703552
2024-07-04,1769144.084506475,1395342.0298283529,0.010223348746052796,0.0014087221301195552
2024-07-05,1782856.770121052,1398023.3726548196,0.007751028158004658,0.0019216384005837917
2024-07-08,1779301.9027078107,1398150.0519621742,-0.0019939164339038973,9.061315413783078e-05
2024-07-09,1790109.8676186276,1404842.4401918815,0.006074272665234082,0.004786602282290886
2024-07-10,1785528.5233190844,1399917.4326212336,-0.002559253139941431,-0.003505736607711807
2024-07-11,1782173.3526424656,1400363.3910996711,-0.0018790910550013917,0.00031856055796275484
2024-07-12,1779572.3134515756,1408267.1905325607,-0.0014594759746763275,0.005644106010713967
2024-07-15,1798168.0361138722,1414805.477363763,0.010449545950863559,0.004642788581000534
2024-07-16,1794348.3275346167,1413872.1584261311,-0.002124222265406539,-0.0006596800426379446
2024-07-18,1767427.244447655,1419691.9864691875,-0.015003264791931703,0.004116233570604422
2024-07-19,1720029.000377097,1401304.8828958417,-0.026817649337170124,-0.012951473804592717
2024-07-22,1739472.8549421306,1403482.5195460364,0.011304376008062,0.0015540063242300839
2024-07-23,1735576.9526232805,1399584.281098157,-0.0022397028546787823,-0.0027775468476375353
2024-07-24,1737343.2779381992,1397899.4893253865,0.0010177165076137307,-0.0012037801478083088
2024-07-25,1738950.86568854,1398918.0855896156,0.000925313822981888,0.0007286620189843607
2024-07-26,1778376.6658778668,1422835.8485663945,0.022672176061579563,0.017097329159696972
2024-07-29,1798384.357812414,1426142.0924582582,0.011250536693625968,0.0023237001620355358
2024-07-30,1803043.01106252,1426811.0839447204,0.0025904658422257754,0.0004690917475895784
2024-07-31,1820106.276491495,1432950.1911588598,0.009463593116905145,0.004302676985916243
2024-08-01,1816316.503761134,1434723.1637737614,-0.0020821711233622864,0.001237288375995682
2024-08-02,1779604.0513218632,1418981.7005395805,-0.020212585396459648,-0.010971777435289987
2024-08-05,1730619.955106373,1378851.782199342,-0.027525277984788543,-0.028280786373058087
2024-08-06,1717199.4053197266,1373219.1771393963,-0.007754764266439729,-0.004084996757926618
2024-08-07,1771150.7610764448,1395697.1190243498,0.031418224109315274,0.016368794041879076
2024-08-08,1765750.965903614,1385359.74342386,-0.0030487495991301516,-0.007406603810801049
2024-08-09,1800543.3502422832,1399903.6678068521,0.019704015464527602,0.010498301579810132
2024-08-12,1804906.6034437697,1397737.1075307298,0.002423298056611234,-0.00154764954614095
2024-08-13,1784250.5165494909,1385023.9034604742,-0.011444407624675468,-0.009095561677342157
2024-08-14,1778448.1298571771,1385326.729376867,-0.00325200224884048,0.00021864309752062105
2024-08-16,1808087.0981502905,1408333.218626547,0.016665635502955967,0.01660726582531802
2024-08-19,1815876.671093182,1411620.213285799,0.0043081845729999735,0.0023339608948922397
2024-08-20,1830494.9095467697,1419557.0267656816,0.008050237489304557,0.0056224850035324625
2024-08-21,1841776.5906088375,1423457.9536538702,0.006163186252651887,0.002747988854717942
2024-08-22,1843119.7759647588,1426610.0961472285,0.0007292878858218277,0.0022144261340963922
2024-08-23,1846157.7658663648,1426362.3294883617,0.001648286747949257,-0.00017367510543764286
2024-08-26,1850334.0053299938,1435769.2896667537,0.0022621249065726268,0.006595070539872072
2024-08-27,1847447.7261929212,1436118.8944445208,-0.0015598692607704523,0.00024349648671506685
2024-08-28,1856252.728636224,1437971.6599677904,0.004766036039053567,0.0012901198712980122
2024-08-29,1850810.5873233313,1441941.4109278861,-0.0029317889902260585,0.0027606600815657245
2024-08-30,1859939.4551479819,1446646.1814684304,0.0049323620078556285,0.003262802846834667
